CreditScore,Gender,Age,Tenure,IsActiveMember,Exited
677,Female,26,6,1,0
629,Male,44,5,0,1
452,Female,33,6,0,0
581,Female,34,1,0,0
571,Male,32,5,0,0
569,Male,30,6,1,0
814,Female,48,7,1,0
790,Female,31,2,1,0
702,Male,40,3,1,0
674,Male,32,2,0,0
535,Female,48,9,0,1
573,Female,35,9,1,0
702,Female,36,2,1,0
611,Female,49,9,1,1
598,Female,64,1,1,0
584,Male,32,9,0,0
850,Male,33,8,1,0
658,Female,35,5,0,1
760,Female,57,1,1,0
693,Male,38,7,1,0
480,Female,42,1,0,0
670,Female,39,8,0,0
728,Male,37,0,1,0
510,Female,45,10,1,0
719,Female,32,7,0,0
687,Female,63,1,1,0
531,Male,44,3,1,0
592,Male,42,1,1,0
646,Female,43,8,0,0
819,Female,28,8,1,0
608,Female,35,6,1,0
678,Male,38,3,0,0
744,Male,38,6,0,0
611,Female,33,7,1,0
693,Female,43,1,0,1
674,Female,27,4,1,0
645,Male,41,7,1,0
543,Male,41,5,1,0
574,Female,39,2,0,0
678,Female,51,1,0,1
610,Male,33,4,0,0
691,Male,41,2,1,1
706,Male,31,1,0,0
625,Female,37,7,0,0
569,Female,34,3,0,0
583,Male,47,5,0,0
705,Female,46,4,0,1
635,Female,38,1,0,0
741,Male,36,8,0,0
490,Female,48,8,0,0
535,Female,31,7,1,0
689,Male,40,8,0,0
542,Male,37,8,1,0
529,Male,67,8,1,1
746,Male,47,8,1,0
664,Male,43,9,1,0
785,Female,36,4,0,0
508,Male,28,0,0,0
572,Male,33,5,1,0
791,Male,35,5,1,1
667,Male,32,0,0,0
640,Male,48,1,1,0
693,Male,43,6,0,0
603,Female,42,8,0,1
485,Female,30,5,1,0
622,Male,32,5,1,0
521,Male,27,4,1,1
663,Male,26,5,0,0
488,Female,36,0,0,0
607,Female,39,8,0,1
718,Male,37,8,1,0
625,Female,40,7,1,0
545,Female,37,8,0,1
624,Female,27,7,1,0
629,Male,40,9,0,0
577,Female,26,1,0,0
552,Female,41,9,0,0
774,Male,42,2,1,0
412,Male,29,5,0,0
601,Female,41,1,1,0
710,Female,37,5,0,0
717,Female,64,10,1,0
815,Male,35,4,1,0
712,Female,29,2,1,0
734,Male,33,5,0,0
646,Male,40,5,1,0
684,Female,39,4,1,0
646,Female,46,4,0,1
613,Female,32,0,1,0
765,Female,56,1,0,1
705,Male,61,4,1,0
698,Male,39,9,1,0
634,Male,77,5,1,0
567,Female,38,1,1,0
420,Female,55,4,0,1
785,Female,54,1,0,1
581,Male,71,4,1,0
542,Male,34,8,0,0
674,Male,22,3,1,0
669,Male,22,10,0,0
507,Male,32,7,0,0
619,Female,55,0,0,1
560,Female,66,9,1,0
669,Male,57,5,1,0
688,Female,34,9,1,0
749,Male,47,9,1,1
523,Male,34,2,1,0
582,Female,32,4,0,0
777,Female,32,2,0,1
674,Male,28,5,1,0
784,Female,42,2,0,0
666,Male,74,7,1,0
614,Female,19,5,0,0
698,Male,36,2,1,0
682,Male,38,4,1,0
714,Male,63,4,1,0
521,Male,41,8,1,0
725,Male,41,7,1,0
695,Female,29,9,0,0
718,Male,63,7,1,0
735,Female,43,9,0,1
559,Female,36,1,1,0
667,Male,42,9,1,0
635,Female,28,3,1,0
653,Male,41,8,0,0
600,Female,28,6,1,0
515,Male,40,10,0,0
707,Female,42,10,1,0
544,Male,37,3,0,0
807,Female,47,9,0,1
831,Female,44,10,1,0
638,Male,34,5,1,0
605,Male,47,7,0,0
735,Male,50,2,1,0
499,Female,29,6,0,0
793,Female,33,0,0,0
598,Male,35,8,1,0
683,Male,30,10,0,0
577,Female,43,3,0,1
624,Male,36,6,0,0
634,Female,37,7,1,0
530,Female,48,0,0,0
717,Male,42,5,0,0
657,Male,36,8,1,0
661,Male,47,5,1,1
529,Male,72,5,1,0
755,Male,42,2,0,0
692,Female,41,8,0,1
677,Female,41,8,1,0
620,Male,35,0,1,0
678,Female,43,7,0,0
607,Female,27,5,0,0
551,Male,32,4,0,0
816,Male,67,6,1,0
430,Male,49,3,0,1
756,Male,41,2,1,0
634,Male,25,9,1,0
657,Male,34,3,0,0
757,Female,44,9,0,0
601,Male,35,8,0,0
648,Female,28,9,1,0
767,Female,35,6,1,0
745,Female,55,9,1,1
659,Female,39,1,0,0
516,Male,32,3,0,0
660,Male,24,5,1,0
735,Male,36,5,0,0
638,Female,39,0,1,0
689,Female,46,7,1,0
646,Female,50,5,1,1
623,Female,24,5,0,0
612,Female,63,2,1,0
619,Female,31,2,0,0
688,Female,46,3,1,0
452,Male,52,1,0,0
623,Female,50,2,1,0
615,Male,30,7,1,0
595,Female,45,9,0,1
573,Female,72,8,1,0
564,Male,31,0,1,0
668,Female,39,0,0,1
738,Female,29,9,0,1
449,Male,32,0,1,0
670,Male,43,9,0,1
695,Male,52,8,1,0
687,Female,27,9,0,0
666,Female,31,2,0,0
713,Female,24,7,1,0
652,Male,48,4,0,1
728,Male,37,3,0,1
788,Female,33,5,0,0
592,Male,38,0,0,1
642,Female,36,6,1,0
539,Male,36,6,1,0
667,Female,37,5,0,1
704,Male,31,0,0,0
744,Female,44,3,1,0
686,Male,25,1,1,0
811,Male,39,7,1,0
498,Male,61,7,0,1
513,Male,48,2,1,1
592,Male,31,7,0,0
788,Male,55,3,1,1
590,Male,31,8,0,0
568,Female,38,3,1,0
784,Male,33,10,0,0
581,Female,54,2,0,1
798,Female,39,6,1,0
705,Female,55,8,1,0
756,Male,62,3,1,1
575,Female,26,7,0,0
809,Female,38,2,1,0
636,Male,42,2,1,0
468,Male,28,3,0,0
600,Female,32,1,0,0
574,Male,52,7,0,0
850,Male,30,2,1,0
506,Female,57,6,1,1
727,Male,58,5,0,1
613,Female,43,10,0,1
675,Male,36,9,1,0
493,Female,46,4,0,0
614,Female,37,9,1,0
651,Female,42,1,0,1
676,Female,61,8,1,0
594,Male,50,7,1,0
723,Male,30,1,0,1
669,Male,46,3,1,0
645,Female,55,7,1,0
789,Male,39,7,1,0
654,Male,37,2,0,0
635,Male,34,3,1,0
635,Male,24,4,1,0
844,Male,38,7,1,0
648,Male,55,1,1,0
410,Female,35,7,1,0
610,Male,34,0,0,0
709,Male,37,7,0,0
500,Male,56,1,0,1
453,Female,42,5,0,1
692,Female,30,7,1,0
740,Female,31,8,0,0
535,Female,44,2,1,0
770,Female,37,9,0,0
783,Female,37,1,0,0
784,Male,38,5,1,0
710,Female,24,7,0,0
612,Male,33,5,0,1
589,Male,32,2,1,0
686,Male,35,2,1,0
580,Female,33,7,0,0
674,Male,45,7,1,1
692,Male,28,9,0,1
608,Male,23,8,1,0
455,Male,40,1,1,0
622,Female,46,4,1,1
759,Male,30,4,0,0
552,Male,33,5,1,0
835,Male,18,2,1,0
494,Female,38,7,0,0
832,Female,34,6,1,0
689,Male,73,1,1,0
850,Female,43,2,1,0
668,Male,43,1,0,0
547,Male,50,3,1,1
696,Male,38,6,1,0
697,Male,56,5,1,1
650,Male,71,0,1,0
718,Female,44,1,1,0
661,Female,41,5,0,1
632,Male,42,4,0,0
850,Female,39,2,0,0
652,Male,37,7,0,0
499,Male,31,4,0,0
667,Female,38,6,1,1
525,Female,59,6,0,1
658,Male,32,8,1,0
505,Female,36,2,1,1
761,Female,32,4,1,0
582,Male,26,6,1,0
713,Female,61,4,0,0
520,Male,38,5,0,0
516,Male,33,7,1,0
739,Female,27,8,1,0
804,Male,25,7,0,0
688,Male,45,9,0,0
718,Female,39,2,1,0
806,Male,34,6,0,0
641,Male,41,7,0,0
560,Female,26,3,0,0
818,Female,72,8,1,0
756,Male,37,3,1,0
673,Female,77,10,1,0
737,Female,39,7,0,1
700,Female,44,2,0,0
527,Female,41,10,1,0
621,Female,30,2,1,0
555,Male,50,7,1,0
642,Female,19,3,1,0
549,Female,37,1,1,0
650,Female,25,2,1,0
599,Male,27,5,0,0
850,Male,38,1,1,0
411,Female,36,10,0,0
660,Male,28,1,0,0
656,Male,35,6,0,0
850,Male,40,8,0,0
660,Female,43,1,1,1
654,Male,36,2,0,0
512,Male,36,1,1,1
604,Male,33,3,0,0
516,Female,37,8,0,0
628,Female,46,1,0,1
580,Male,45,8,0,1
850,Male,30,5,1,0
749,Female,26,6,1,0
658,Male,29,3,0,0
619,Female,38,10,1,0
658,Male,37,3,0,0
588,Female,34,10,0,0
497,Male,41,9,0,0
638,Male,37,2,1,0
693,Female,30,6,1,0
774,Male,76,4,1,0
835,Male,38,7,0,0
799,Female,22,8,1,0
534,Female,55,8,0,1
563,Female,42,6,0,1
613,Female,20,0,0,1
635,Female,29,8,0,0
658,Female,31,2,0,1
769,Female,38,2,0,0
499,Male,60,7,1,0
661,Male,41,5,1,0
630,Male,50,1,1,1
473,Female,32,5,1,0
531,Male,31,3,1,0
850,Female,40,0,0,0
652,Male,50,8,1,1
595,Male,29,6,0,0
609,Male,53,10,1,0
480,Male,44,10,0,1
446,Male,32,8,0,0
697,Female,38,1,0,0
659,Male,48,4,0,1
577,Male,31,6,1,0
644,Male,28,0,0,0
595,Female,39,7,0,0
599,Female,49,10,1,1
602,Female,56,3,0,1
771,Female,47,3,1,0
674,Female,28,3,0,0
527,Female,35,8,0,1
592,Male,39,7,0,0
595,Female,26,8,1,0
625,Male,39,5,0,0
781,Male,35,4,0,0
583,Female,42,7,0,0
708,Female,67,1,1,0
803,Male,36,1,1,0
811,Male,31,7,1,0
635,Male,35,2,0,0
685,Male,43,4,0,0
634,Male,45,9,0,0
737,Female,32,7,1,0
728,Male,32,5,1,0
586,Female,42,2,0,0
850,Female,35,5,1,0
547,Male,32,8,0,0
558,Male,25,10,0,0
545,Female,26,1,1,0
742,Male,24,8,0,0
742,Male,55,5,1,1
705,Female,40,3,1,0
735,Male,28,5,1,0
629,Male,59,9,1,1
832,Female,29,5,0,0
711,Male,43,2,1,0
635,Female,34,5,0,0
798,Male,32,7,1,0
705,Male,25,0,1,0
682,Male,30,9,1,0
621,Female,40,7,1,1
652,Male,27,10,0,0
708,Female,59,2,0,1
584,Female,38,3,1,0
766,Female,27,7,1,0
516,Male,46,2,1,0
615,Male,35,7,0,0
714,Male,54,4,1,1
539,Male,39,3,0,0
529,Male,39,6,0,0
640,Male,45,8,0,0
820,Male,39,9,0,1
665,Male,39,10,0,0
777,Female,35,3,1,0
674,Female,44,4,1,1
707,Female,52,7,0,1
678,Female,41,9,0,0
513,Male,72,3,1,0
718,Male,27,2,0,0
759,Female,22,5,0,0
832,Female,27,10,0,0
771,Female,33,5,0,0
745,Female,35,8,1,0
580,Male,35,9,1,0
523,Male,22,8,1,0
524,Male,50,4,1,1
680,Female,37,10,0,1
674,Male,18,7,1,1
422,Male,41,6,0,0
768,Female,36,3,1,0
593,Male,44,5,0,0
704,Female,54,6,0,1
808,Male,25,7,1,0
647,Male,47,5,1,0
850,Male,34,8,0,0
689,Male,39,4,0,0
555,Male,33,1,0,0
676,Male,23,1,1,0
602,Male,31,7,1,0
703,Female,26,1,0,0
558,Male,27,1,0,0
546,Female,36,7,0,0
812,Male,33,2,1,0
704,Male,31,5,1,1
759,Female,38,1,0,0
538,Female,38,8,0,1
603,Male,44,9,0,0
678,Male,38,3,0,0
642,Male,30,8,0,0
733,Male,48,7,1,0
634,Male,43,3,0,0
627,Female,30,6,0,0
600,Female,39,7,0,0
681,Female,63,7,1,0
691,Female,29,9,0,0
733,Female,32,5,0,0
561,Male,32,6,0,0
528,Male,34,1,1,0
813,Female,29,5,0,1
611,Female,40,8,0,0
630,Female,23,4,1,0
573,Female,23,2,0,0
724,Male,34,6,0,0
765,Male,41,2,1,0
570,Female,61,6,1,0
661,Male,37,7,0,1
743,Female,36,8,1,0
740,Male,33,2,0,0
840,Female,36,6,0,0
724,Female,33,9,1,0
771,Female,41,5,1,0
850,Female,28,9,0,0
652,Female,32,2,0,0
755,Female,78,5,1,0
386,Female,53,1,1,1
776,Female,37,1,1,0
754,Female,39,3,1,0
459,Male,46,7,0,1
605,Female,56,1,1,1
625,Female,35,5,0,1
662,Male,44,8,1,0
522,Female,25,5,0,0
729,Female,42,4,0,0
623,Female,35,0,1,0
611,Male,40,1,1,0
628,Male,69,5,1,0
681,Female,37,7,1,0
725,Male,38,6,1,0
520,Female,35,4,1,0
648,Male,23,9,0,0
640,Male,37,5,0,0
644,Male,47,9,0,0
652,Female,40,7,1,0
665,Male,33,2,1,0
775,Male,52,8,1,1
760,Male,28,1,0,0
691,Male,26,9,0,0
650,Female,28,5,1,1
671,Female,31,6,1,0
648,Female,31,5,1,0
702,Male,50,3,0,0
577,Female,33,6,0,0
636,Female,32,8,0,0
490,Male,39,1,0,1
537,Female,38,6,1,0
544,Male,44,1,0,0
598,Male,34,0,1,0
680,Male,44,0,1,0
621,Male,35,7,0,0
590,Female,54,4,1,1
562,Female,27,3,0,0
807,Female,34,1,0,0
554,Male,43,5,0,0
683,Male,30,4,1,0
506,Female,40,3,1,0
562,Male,38,5,0,0
475,Female,32,8,0,0
584,Male,33,3,1,0
619,Male,25,4,0,0
492,Male,29,1,1,0
671,Male,35,1,1,0
670,Male,68,4,1,0
694,Male,31,5,0,0
603,Female,35,9,0,0
554,Female,36,3,0,0
755,Female,38,1,1,0
692,Female,34,7,0,0
497,Male,24,6,0,0
599,Female,46,7,0,0
678,Male,43,5,1,0
620,Male,37,0,0,0
713,Female,39,10,1,0
601,Female,47,1,1,0
578,Male,50,5,0,0
737,Male,28,8,0,0
663,Male,34,7,1,0
815,Male,28,6,1,0
502,Female,42,0,1,1
559,Male,33,9,0,0
706,Male,24,2,1,0
570,Male,30,2,1,0
850,Male,30,10,0,0
593,Female,45,6,0,0
657,Male,34,5,0,0
598,Female,38,6,0,0
576,Male,30,7,0,0
576,Male,24,3,1,1
603,Male,32,7,0,1
692,Male,69,10,1,0
456,Female,33,1,0,0
709,Female,45,2,1,0
576,Female,29,5,1,0
595,Female,41,2,1,0
742,Female,29,4,1,0
607,Female,49,9,0,0
593,Male,32,6,0,0
650,Male,24,8,0,0
703,Male,36,7,0,0
768,Male,37,9,0,1
561,Male,21,4,1,0
570,Male,21,7,1,0
657,Male,41,8,1,0
498,Female,44,2,1,0
687,Male,39,7,0,0
828,Male,42,10,1,0
599,Male,42,6,0,0
718,Male,26,7,0,0
504,Male,42,3,0,0
613,Male,34,3,1,0
531,Male,27,8,0,0
635,Female,41,10,1,0
465,Male,25,2,1,0
762,Male,31,7,1,0
561,Female,35,5,0,0
606,Female,32,1,1,0
675,Male,39,1,0,0
531,Female,42,6,0,0
667,Female,36,1,1,0
593,Male,31,8,1,0
713,Male,46,5,1,0
481,Male,39,1,1,0
675,Female,21,8,0,0
651,Male,36,7,0,0
579,Male,31,2,1,0
719,Male,38,0,0,0
711,Male,38,4,0,0
565,Male,36,6,0,0
579,Female,31,9,0,0
671,Male,50,8,1,0
547,Female,22,7,0,0
422,Female,54,4,1,0
437,Male,49,9,1,0
593,Female,33,0,0,0
604,Male,41,3,0,0
647,Female,35,3,0,0
625,Female,45,3,1,1
850,Male,51,4,0,1
484,Female,39,5,1,0
703,Female,33,8,1,0
708,Male,41,0,0,0
652,Female,36,6,1,0
700,Male,29,8,1,0
850,Female,23,9,1,0
577,Female,44,1,1,1
640,Male,44,7,0,0
660,Female,52,4,0,0
597,Male,35,9,1,1
673,Male,65,0,1,0
605,Male,19,8,1,0
601,Female,48,8,0,1
485,Male,41,2,1,0
563,Female,35,2,1,1
521,Male,22,5,1,0
541,Male,36,5,0,0
499,Female,46,6,0,0
684,Female,38,3,0,1
623,Female,24,7,1,0
622,Female,52,9,1,1
520,Male,33,4,1,0
628,Male,45,9,1,0
698,Female,57,9,0,0
767,Female,35,2,0,0
669,Female,38,8,0,0
705,Male,36,1,1,0
788,Female,43,10,1,0
439,Female,66,9,0,0
798,Female,58,9,0,1
850,Male,55,0,1,1
648,Male,33,5,0,0
767,Female,34,8,0,0
550,Male,35,9,0,0
536,Female,61,8,1,1
534,Male,24,1,1,0
565,Male,33,8,0,0
799,Male,35,7,1,0
694,Female,38,5,1,0
770,Male,30,8,1,0
639,Male,66,0,1,0
816,Female,25,2,1,0
636,Female,29,3,1,0
752,Female,36,7,0,0
754,Male,27,7,1,0
712,Female,33,6,1,0
529,Male,43,6,0,0
524,Male,22,9,0,0
731,Female,43,9,0,1
630,Female,49,1,1,0
779,Female,34,5,1,0
644,Female,37,8,0,0
741,Male,29,8,1,0
788,Male,36,10,1,0
720,Male,44,4,0,0
707,Male,40,1,0,1
787,Male,43,0,0,1
559,Male,34,4,1,0
790,Female,33,10,0,0
575,Male,24,2,1,0
825,Male,32,9,0,0
721,Female,32,10,0,1
658,Male,36,1,1,0
656,Male,39,10,1,0
790,Male,50,8,1,1
707,Male,58,6,1,0
621,Male,34,6,1,0
651,Female,37,10,1,0
613,Female,40,9,1,0
717,Female,33,0,1,0
625,Male,52,5,1,0
850,Female,36,3,0,0
753,Female,43,5,0,0
626,Female,39,0,1,0
616,Male,44,5,1,1
576,Male,63,9,0,1
669,Male,37,1,1,0
614,Male,40,6,1,1
516,Male,37,8,0,0
573,Female,33,0,0,0
698,Female,46,0,1,0
784,Male,31,7,1,0
687,Female,29,7,1,0
714,Female,72,3,1,0
530,Female,41,4,1,0
645,Male,45,4,1,1
538,Male,40,8,1,0
689,Female,30,5,1,1
662,Female,22,9,1,0
576,Female,71,6,1,1
617,Female,35,5,1,0
803,Female,45,7,1,0
735,Female,25,3,0,0
578,Male,45,1,0,1
802,Male,33,8,0,0
567,Female,54,5,0,1
678,Female,49,3,1,1
725,Male,43,2,0,0
685,Female,43,6,0,0
571,Male,37,9,0,1
719,Male,49,5,1,0
762,Male,26,6,0,0
727,Male,36,6,1,1
665,Female,44,7,1,0
589,Female,27,4,0,0
540,Male,48,0,0,0
626,Male,33,8,0,0
636,Female,20,10,0,0
608,Male,37,5,0,0
645,Male,49,4,1,0
667,Female,39,4,0,0
785,Male,36,2,1,0
683,Female,33,9,1,0
583,Female,29,10,1,0
467,Male,39,5,1,0
724,Male,54,8,1,0
555,Male,40,10,0,0
501,Female,34,3,0,0
429,Female,27,6,1,0
483,Male,41,1,0,1
663,Female,37,7,1,0
680,Male,37,4,0,0
637,Male,43,3,1,0
666,Female,27,1,1,0
779,Female,29,3,0,1
661,Female,28,7,0,0
736,Male,32,7,1,0
743,Male,40,8,0,0
681,Male,42,3,0,1
503,Male,37,6,0,0
752,Female,53,8,1,0
601,Female,46,3,0,0
640,Male,29,5,0,0
611,Male,52,7,1,1
597,Female,40,9,0,0
706,Female,56,3,1,0
714,Female,35,6,1,0
696,Male,32,4,1,0
658,Female,45,9,1,0
736,Male,54,7,1,0
626,Male,62,3,1,0
579,Female,42,3,1,0
600,Male,40,1,1,0
656,Male,43,7,0,0
568,Female,32,7,0,0
699,Male,37,10,0,0
445,Male,45,10,1,0
558,Female,41,6,1,1
726,Male,50,9,1,0
610,Female,27,9,1,0
672,Female,21,1,0,0
523,Male,30,1,1,0
607,Male,36,8,0,0
705,Male,38,1,1,0
680,Male,44,3,0,0
633,Male,35,10,0,0
652,Female,48,8,0,0
589,Female,37,6,1,0
532,Male,52,3,0,1
812,Female,44,8,0,1
706,Male,20,8,1,0
850,Female,70,1,0,1
654,Male,47,10,0,0
717,Female,22,6,1,0
543,Female,32,7,0,0
479,Male,35,9,0,1
749,Female,35,3,1,0
678,Female,35,4,0,0
762,Female,34,8,1,1
639,Female,50,6,1,0
445,Female,33,7,0,0
505,Male,37,0,1,0
714,Female,26,9,0,0
823,Male,34,3,0,0
833,Female,39,3,0,0
630,Female,36,2,1,0
771,Male,50,3,1,1
562,Male,36,6,0,0
731,Male,41,3,0,0
623,Female,35,5,0,0
565,Female,40,2,1,0
516,Female,46,6,1,1
573,Male,56,3,1,1
426,Male,34,9,0,0
533,Male,38,1,1,0
571,Female,53,2,0,0
596,Male,32,3,0,0
715,Male,32,8,0,0
569,Male,41,2,0,0
727,Male,34,2,1,0
683,Female,35,1,0,0
569,Male,35,10,1,0
453,Female,37,4,0,0
704,Female,36,2,0,0
471,Female,28,5,1,0
505,Female,33,3,0,1
650,Female,45,9,0,1
404,Female,54,4,0,1
445,Female,61,2,1,0
713,Male,43,5,1,0
670,Female,35,3,1,0
643,Male,34,3,1,0
748,Male,36,4,0,0
683,Female,42,8,1,0
655,Female,46,7,0,1
624,Female,38,8,0,0
769,Female,45,5,0,1
682,Male,32,2,1,0
662,Male,33,3,1,0
664,Male,25,6,1,0
622,Male,33,3,0,0
638,Female,42,7,0,0
675,Male,32,8,1,0
630,Male,28,9,0,0
537,Male,26,7,0,0
603,Female,24,3,1,1
615,Female,61,1,0,1
768,Female,42,3,0,1
802,Female,39,7,1,1
537,Male,37,6,1,0
500,Male,40,1,1,0
602,Male,38,2,0,0
607,Female,37,4,0,0
724,Female,41,4,0,1
690,Male,49,8,1,0
764,Male,28,10,0,0
541,Female,39,6,0,0
655,Female,28,3,1,0
766,Male,47,9,0,1
708,Female,64,5,1,1
850,Female,28,1,1,0
706,Female,43,1,0,0
826,Female,56,8,1,1
614,Male,66,2,1,0
684,Female,41,1,0,0
645,Female,68,9,1,1
775,Male,31,9,0,0
705,Male,41,4,1,0
587,Male,33,5,0,0
616,Male,59,5,1,0
692,Male,54,5,1,0
687,Male,34,5,0,0
697,Male,27,8,0,0
618,Female,31,4,0,0
735,Male,55,6,0,0
502,Female,33,6,1,0
510,Female,52,6,1,1
757,Female,51,1,1,1
640,Male,47,6,0,0
699,Male,34,4,0,0
712,Female,37,1,0,0
575,Female,57,8,1,0
545,Female,47,5,1,0
850,Male,27,6,0,0
633,Male,43,3,1,0
795,Male,29,4,0,0
763,Female,38,0,0,0
786,Male,34,3,0,0
586,Male,38,2,1,0
502,Male,33,5,0,0
520,Male,43,3,1,1
559,Female,42,7,1,0
829,Male,36,4,0,0
827,Male,46,1,1,0
758,Male,35,7,0,0
544,Male,44,2,0,1
490,Male,31,3,1,0
684,Female,26,2,0,0
652,Female,37,4,1,1
705,Male,44,0,0,1
691,Female,41,8,1,1
550,Male,52,5,1,1
670,Female,20,4,0,0
787,Male,51,0,1,0
500,Male,38,7,0,0
743,Male,23,3,0,0
661,Female,35,5,1,0
639,Female,54,2,1,0
495,Male,39,8,1,0
686,Male,38,7,1,0
684,Male,35,3,1,0
524,Male,32,1,0,0
677,Female,36,10,0,0
663,Male,46,3,1,0
618,Female,40,8,0,0
527,Female,31,1,0,0
749,Male,30,1,1,0
529,Female,35,5,0,0
807,Female,43,0,1,0
427,Male,37,5,1,0
608,Male,59,1,0,1
663,Female,37,8,0,0
632,Female,39,5,0,0
766,Female,62,7,1,1
531,Female,45,1,1,0
643,Male,36,7,1,0
826,Male,41,5,0,0
561,Female,45,2,1,0
720,Male,29,2,0,0
655,Female,37,7,0,0
468,Male,29,1,1,0
546,Female,30,5,1,0
613,Female,43,4,1,0
714,Male,20,3,1,0
596,Male,39,9,0,0
731,Female,39,2,0,0
725,Male,19,0,0,0
542,Male,25,8,0,0
808,Female,37,2,0,1
464,Female,33,10,0,0
744,Male,29,1,0,0
770,Male,37,5,1,0
592,Male,36,1,0,0
710,Female,31,1,0,0
477,Female,57,9,1,1
697,Female,48,2,1,0
776,Female,43,4,1,0
740,Female,30,8,0,0
712,Male,32,9,0,0
669,Female,43,1,1,0
589,Male,38,8,0,0
698,Male,52,10,0,1
656,Male,33,4,0,0
584,Female,30,8,0,1
673,Female,42,4,0,0
813,Male,27,6,0,0
731,Female,33,5,0,0
460,Female,27,7,0,1
529,Female,29,8,0,0
641,Female,53,0,1,0
801,Male,42,6,1,0
532,Female,37,5,1,0
625,Male,52,8,0,0
500,Male,44,9,0,0
803,Male,42,5,0,1
640,Female,66,9,1,0
679,Male,36,1,0,0
753,Male,30,1,1,0
751,Male,42,4,1,0
782,Female,27,3,0,0
598,Female,56,4,1,0
571,Female,47,7,0,0
580,Female,42,2,0,1
748,Female,39,3,1,0
709,Female,24,3,1,0
622,Male,42,9,0,1
642,Male,40,1,1,0
552,Male,50,4,0,1
613,Female,45,9,0,0
634,Male,44,9,0,0
697,Female,25,4,0,0
675,Male,66,5,1,0
537,Female,38,1,1,0
571,Female,66,9,1,0
626,Female,37,6,0,0
663,Female,33,2,0,0
678,Male,36,0,1,0
571,Female,38,6,0,0
746,Male,58,3,1,1
758,Female,33,7,0,0
543,Male,64,4,1,0
531,Female,32,0,1,0
758,Male,51,8,1,0
811,Female,35,7,1,0
649,Male,39,3,1,0
713,Female,26,4,0,1
665,Male,25,7,1,0
516,Male,35,5,0,0
663,Male,33,9,0,0
657,Male,42,5,0,1
672,Female,53,7,1,0
598,Male,59,8,0,1
850,Male,35,2,1,0
732,Female,35,3,0,0
714,Male,29,9,0,0
636,Male,31,6,1,0
797,Male,59,4,1,0
654,Female,32,2,1,1
754,Male,57,2,1,0
566,Female,42,6,0,1
562,Female,29,9,1,0
618,Female,54,4,1,1
663,Female,36,6,0,1
594,Male,57,6,0,1
638,Male,44,9,1,0
738,Male,49,3,1,1
595,Female,39,9,1,0
777,Female,30,4,0,1
666,Female,37,2,1,0
727,Male,38,2,1,0
568,Male,39,5,1,0
593,Male,45,4,0,0
654,Male,29,2,0,0
607,Male,28,1,1,0
520,Female,46,10,0,1
693,Male,37,1,1,0
715,Male,42,6,1,0
729,Female,45,7,0,0
659,Male,35,6,1,0
711,Female,35,2,1,0
715,Female,33,3,1,0
711,Female,28,8,0,0
707,Male,35,2,1,0
601,Male,40,10,0,0
734,Female,39,6,0,0
601,Female,26,7,0,0
682,Female,64,10,1,0
667,Male,39,7,1,0
685,Male,58,1,1,0
533,Female,35,8,1,0
681,Male,46,0,0,0
627,Female,33,4,0,0
760,Female,32,2,1,0
644,Female,40,9,0,1
506,Female,41,1,0,0
679,Female,39,7,1,0
601,Male,48,9,1,1
481,Female,57,9,1,1
655,Male,37,1,1,0
556,Female,51,8,0,1
689,Female,63,1,1,0
665,Female,34,1,0,0
751,Female,36,6,1,0
586,Male,58,7,0,1
513,Female,49,5,0,0
681,Female,18,1,1,0
739,Female,41,8,0,1
753,Male,32,6,1,0
577,Male,29,2,1,0
540,Male,41,3,0,0
635,Male,29,1,1,0
728,Male,33,8,1,0
747,Male,43,1,1,1
619,Female,38,6,1,0
850,Female,34,9,0,0
678,Male,28,5,1,0
520,Female,63,5,1,0
677,Male,40,5,0,0
520,Male,35,9,1,0
533,Female,49,1,0,1
759,Male,44,2,0,0
749,Female,44,0,0,0
745,Male,21,4,1,0
420,Female,31,1,1,0
483,Male,27,1,1,0
644,Male,28,7,0,0
661,Male,33,9,1,0
751,Male,47,5,0,0
585,Female,44,4,1,0
518,Female,45,8,1,0
669,Male,47,0,1,0
510,Female,38,4,0,1
538,Female,33,5,0,0
633,Female,44,7,0,0
626,Male,26,8,0,0
705,Male,32,3,0,0
643,Female,45,9,0,0
682,Female,38,1,1,1
668,Female,32,10,1,0
829,Male,28,3,0,1
612,Female,47,6,1,1
631,Male,27,10,1,0
463,Male,35,2,1,0
619,Male,29,5,0,0
749,Male,42,2,1,0
481,Male,44,3,0,0
719,Male,44,2,0,0
825,Male,40,6,0,0
762,Female,44,7,0,0
759,Female,31,1,1,0
706,Female,29,1,1,1
686,Female,56,5,1,0
640,Male,38,9,0,0
522,Male,25,1,1,0
790,Female,25,5,0,0
640,Female,47,6,1,1
687,Female,35,3,1,1
670,Female,50,8,1,0
666,Female,27,4,0,0
612,Male,41,5,0,0
623,Male,43,1,1,0
704,Male,39,2,0,0
744,Male,36,2,1,0
648,Male,35,7,0,0
595,Male,41,9,0,0
737,Male,38,6,0,0
850,Female,66,0,1,1
779,Female,38,7,1,0
602,Male,35,8,1,0
637,Female,44,0,1,0
672,Male,68,0,1,0
771,Male,27,2,1,0
555,Female,46,4,0,1
850,Male,29,1,0,0
666,Female,21,1,1,0
