bathrooms,bedrooms,longitude,latitude,price,interest_level
1.0,1,-73.9978,40.7612,3550,low
1.0,2,-73.9816,40.7223,2895,low
1.0,1,-74.0057,40.7084,3670,low
1.0,1,-73.986,40.6927,3195,low
1.0,1,-73.9782,40.7426,3200,low
1.0,3,-73.9416,40.7471,3505,medium
1.0,0,-73.976,40.7476,1995,medium
1.0,2,-74.0019,40.7387,3725,medium
1.0,3,-73.9359,40.7535,2895,high
1.0,1,-73.9198,40.7388,1600,high
1.0,4,-73.9688,40.6788,5010,low
1.0,1,-73.9446,40.7797,3395,low
1.0,1,-73.9414,40.6867,2075,medium
1.0,1,-73.99,40.7601,2650,low
1.0,3,-73.9916,40.7677,5000,low
2.0,2,-73.9914,40.7032,5450,low
1.0,3,-73.9947,40.6822,4125,low
3.0,3,-74.0156,40.7154,10000,low
1.0,2,-73.9187,40.7021,2450,low
1.0,2,-73.9392,40.8021,2189,low
2.0,3,-73.9929,40.7389,7675,low
2.0,3,-73.9741,40.7447,4700,medium
2.0,1,-74.0099,40.7062,6530,low
1.0,2,-73.9767,40.7405,3300,low
2.0,4,-73.9727,40.7436,6000,low
2.0,3,-73.9556,40.7303,3399,medium
1.0,1,-73.9592,40.8157,2350,low
1.0,0,-73.987,40.7261,3895,low
1.0,0,-73.9225,40.8689,1450,medium
1.0,1,-73.929,40.7404,2955,low
1.0,3,-73.9272,40.6903,3700,low
1.0,3,-73.9592,40.7641,4350,low
1.0,0,-73.9966,40.7435,2395,low
1.0,2,-73.9982,40.7452,3300,high
1.0,2,-73.994,40.765,2200,high
2.0,5,-73.938,40.7006,5600,low
1.0,0,-73.9482,40.7832,1850,low
2.0,3,-73.8149,40.5873,2000,low
1.0,2,-73.973,40.7848,2910,low
1.0,0,-73.9942,40.7301,2410,low
1.0,0,-73.9416,40.8163,1650,low
1.0,1,-73.9906,40.7582,2049,high
1.0,2,-73.9785,40.7457,3690,low
1.0,3,-74.0044,40.7231,3900,high
1.0,1,-73.9445,40.7771,2850,low
1.0,0,-73.987,40.7682,2400,medium
1.0,2,-74.0016,40.737,4995,low
1.0,1,-73.9734,40.7897,3947,low
1.0,0,-74.0002,40.761,2400,low
2.0,2,-73.9929,40.7389,4900,medium
1.0,3,-74.0024,40.7418,5800,medium
1.0,1,-73.9528,40.7796,3000,medium
1.0,0,-73.9816,40.7654,2790,low
1.0,0,-73.9696,40.756,2225,low
1.0,1,-73.9989,40.7611,3960,low
2.0,2,-73.9344,40.7669,3600,medium
1.0,2,-73.9741,40.7447,3200,medium
1.0,2,-73.9938,40.7637,3400,medium
1.0,0,-73.9586,40.7704,2195,low
1.0,1,-73.9635,40.7703,2900,medium
1.0,3,-73.9897,40.7652,4495,medium
1.0,1,-73.9826,40.742,1800,high
1.0,3,-73.9823,40.7411,4950,low
1.0,3,-73.9893,40.7295,4295,high
1.0,0,-73.9831,40.6952,2650,low
2.0,2,-73.9818,40.6798,4800,low
2.0,4,-74.012,40.6117,2200,high
1.0,2,-73.9895,40.7291,3495,low
1.0,0,-73.9994,40.7606,2450,medium
2.0,4,-73.9689,40.7549,6600,low
1.0,0,-73.9616,40.7677,3360,low
1.0,1,-73.9077,40.6834,1900,medium
2.0,2,-73.9861,40.7608,5300,high
1.5,4,-73.9897,40.7652,5750,medium
1.0,1,-73.9438,40.838,1895,medium
1.0,2,-73.982,40.7418,3200,medium
1.0,0,-74.0089,40.7328,2700,low
1.0,0,-73.9789,40.7425,2375,medium
1.0,3,-73.9877,40.7378,5695,low
1.0,1,-74.0284,40.6321,1750,high
1.0,1,-73.9455,40.8217,1700,low
1.0,3,-74.0016,40.737,6195,low
1.0,2,-73.9523,40.7784,2800,low
1.0,2,-73.9826,40.7302,3500,medium
1.0,1,-73.9959,40.753,3200,medium
1.0,1,-73.9885,40.7396,2675,low
1.0,1,-74.005,40.7473,2600,low
1.0,1,-73.9741,40.789,2350,low
1.0,3,-73.9529,40.7693,3600,low
1.0,2,-73.9528,40.8233,2475,low
1.0,2,-73.9814,40.7395,3895,low
1.0,1,-73.996,40.7379,3795,low
1.0,1,-73.9698,40.7858,3500,low
1.0,0,-73.9888,40.7203,7000,low
1.0,1,-73.9774,40.734,3846,low
1.0,0,-73.9789,40.7492,2300,low
1.0,0,-73.9788,40.7466,2200,low
1.0,1,-73.9871,40.7628,3400,low
1.0,0,-73.9531,40.7176,2900,low
1.0,2,-73.949,40.7715,2699,medium
1.0,2,-73.9565,40.7465,2900,low
1.0,1,-73.9617,40.7617,2095,medium
1.0,1,-73.9753,40.7345,4119,low
1.0,2,-73.9819,40.7641,2995,medium
2.0,2,-73.9898,40.7237,4095,low
1.0,1,-73.8549,40.7248,2200,low
1.0,2,-74.0103,40.7068,3600,low
1.0,2,-73.976,40.7568,3300,low
1.0,1,-73.9773,40.7654,3095,low
1.0,1,-73.9788,40.7287,2451,medium
2.0,3,-73.9781,40.7413,5967,low
2.0,4,-73.9507,40.7814,4990,low
1.0,3,-73.9897,40.7494,4300,medium
1.0,2,-74.0149,40.708,2900,medium
1.0,1,-73.9863,40.7664,3395,low
1.0,2,-73.9536,40.8239,2495,low
3.0,3,-73.9662,40.7615,11250,low
1.0,0,-73.9657,40.7572,2100,medium
2.0,2,-73.9817,40.7711,7000,low
1.0,0,-73.9639,40.7182,2740,low
2.0,3,-73.9944,40.7548,4800,low
1.0,0,-73.9717,40.7565,2212,low
1.0,0,-73.9595,40.8103,1850,medium
1.0,3,-73.9417,40.7243,3116,low
1.0,1,-73.9734,40.7897,4027,low
1.0,1,-73.9808,40.776,2750,low
1.0,2,-73.9678,40.7563,2900,low
2.0,4,-73.9983,40.687,4650,low
1.0,2,-74.0083,40.7068,3495,low
1.0,2,-73.974,40.7446,3202,medium
2.0,2,-73.9949,40.7445,7712,low
1.0,0,-73.9777,40.6853,2600,low
1.0,2,-73.981,40.7214,3000,medium
1.0,1,-73.9306,40.8586,1475,medium
1.0,2,-73.9512,40.8043,3400,low
1.0,1,-73.9703,40.7575,2650,medium
1.0,3,-73.9916,40.7677,4200,high
1.0,0,-73.9896,40.7341,3375,low
2.0,2,-73.9766,40.7861,4475,low
1.0,1,-73.9985,40.6773,2450,low
1.0,2,-74.0059,40.7128,3650,low
1.0,0,-73.9865,40.7348,2700,medium
2.0,3,-73.9145,40.6861,2500,low
1.0,2,-73.9607,40.7675,4750,low
1.0,2,-73.9625,40.7575,3050,low
1.0,2,-73.962,40.6352,1950,high
1.0,0,-73.99,40.7601,2099,medium
1.0,0,-73.9875,40.7494,2500,medium
1.0,2,-73.9829,40.6968,2704,medium
1.0,1,-73.9465,40.7754,2700,medium
1.0,0,-73.948,40.7743,1825,low
0.0,0,-73.9868,40.7488,3000,low
2.0,2,-74.0148,40.7182,6000,low
2.0,2,-73.9482,40.8291,2100,low
1.0,0,-73.9875,40.7319,2850,high
1.0,1,-74.018,40.7066,3100,low
2.0,4,-73.9776,40.7382,5000,medium
2.0,4,-73.9519,40.776,7400,low
1.0,1,-73.9772,40.7655,2380,low
2.0,2,-73.986,40.6927,5560,low
2.0,2,-74.0148,40.7182,4000,low
1.0,3,-73.9925,40.7598,3975,low
1.5,4,-73.951,40.7823,4900,low
1.0,0,-73.8901,40.749,1500,low
1.0,1,-73.9773,40.7654,2958,low
1.0,0,-74.0155,40.7064,2925,low
1.0,0,-74.0147,40.7068,2960,low
1.0,2,-73.9879,40.7612,3550,low
1.0,3,-73.9416,40.7901,2895,medium
1.0,0,-73.9443,40.8376,1500,low
1.0,2,-73.9886,40.7656,3700,low
1.0,1,-73.9915,40.7233,4495,low
1.0,1,-73.9216,40.7416,2000,low
1.0,0,-73.9507,40.773,1925,low
2.0,2,-74.0058,40.7087,4600,low
1.0,1,-73.9581,40.7631,2000,medium
1.0,0,-73.9953,40.7553,2970,low
1.0,1,-73.9663,40.755,2675,low
1.0,0,-73.9773,40.7448,2495,low
2.0,2,-74.0035,40.724,13000,low
1.5,3,-73.9623,40.7967,3995,low
2.0,3,-74.0058,40.7087,4390,medium
1.0,2,-73.9328,40.8495,2500,low
2.0,2,-73.9429,40.6604,2450,low
1.0,1,-73.9975,40.7399,2700,low
2.0,4,-73.9781,40.7413,6200,low
1.0,2,-73.966,40.8012,3600,low
1.0,3,-74.0023,40.7442,4500,medium
1.0,1,-73.9523,40.7796,1950,low
1.0,3,-73.9417,40.8162,2650,low
2.0,3,-73.9549,40.7367,3650,low
2.0,4,-73.9644,40.7988,5500,low
1.0,1,-73.9944,40.7518,3200,medium
1.0,2,-73.9531,40.8199,2100,medium
1.0,1,-74.0059,40.7075,4095,low
1.0,1,-74.0111,40.7074,3475,low
2.0,3,-73.9478,40.7802,4200,low
1.0,0,-73.9851,40.7437,3500,low
1.0,2,-73.9675,40.7933,4245,low
3.0,4,-73.9534,40.7726,12500,low
1.0,2,-73.9495,40.7622,3150,low
1.0,1,-73.981,40.748,4650,low
2.5,2,-73.9713,40.7664,9000,low
2.0,2,-73.9811,40.7449,5425,low
2.0,2,-73.9456,40.8206,3500,low
2.0,4,-74.0096,40.7141,6500,low
1.0,1,-73.9876,40.771,3200,low
1.0,1,-73.9727,40.7893,3369,low
1.0,2,-73.9515,40.7874,2550,low
2.0,3,-73.9564,40.7481,4000,medium
1.0,0,-73.9676,40.7951,2400,medium
1.0,1,-73.9826,40.7282,2750,medium
1.0,1,-73.9864,40.7625,3885,low
1.0,1,-73.9554,40.5765,1850,medium
1.0,0,-73.984,40.747,3624,low
1.0,2,-73.9826,40.7302,3250,medium
1.0,1,-73.9782,40.7749,2750,medium
1.0,3,-74.0059,40.7075,4482,medium
2.0,2,-73.9776,40.7454,5300,low
2.0,3,-73.9522,40.7804,8125,low
1.0,0,-73.9807,40.7873,1975,low
2.0,3,-73.9916,40.7452,6490,medium
1.0,0,-73.9863,40.7664,2750,medium
1.0,1,-73.9596,40.7634,3500,low
2.0,3,-73.9982,40.7568,5100,low
2.0,2,-73.9425,40.7487,4200,low
1.0,3,-73.923,40.6889,2450,high
1.0,1,-73.9968,40.7562,3450,low
1.0,2,-73.987,40.7261,3700,low
1.0,2,-73.976,40.7376,2999,medium
3.0,3,-73.9606,40.7682,13500,low
3.5,3,-73.9775,40.7474,6500,low
3.0,3,-73.9603,40.7695,7900,low
1.0,3,-74.0149,40.7083,3800,low
1.0,2,-73.9506,40.7716,3800,medium
1.0,1,-73.9403,40.8186,1850,low
1.0,1,-73.9506,40.7716,4500,low
2.0,2,-74.018,40.7067,4200,low
1.0,1,-73.9911,40.6909,2300,medium
1.0,0,-73.9702,40.7522,2680,low
1.0,3,-74.0069,40.7074,3550,low
1.0,1,-73.8263,40.7393,2200,low
1.0,1,-73.9982,40.7568,3437,low
1.0,2,-73.9333,40.6922,2599,low
1.0,2,-73.955,40.7701,4000,low
1.0,3,-73.9926,40.7664,3295,high
2.0,4,-73.9591,40.764,5750,low
1.0,0,-74.0069,40.7074,2800,low
1.0,3,-73.9617,40.8023,6645,low
1.0,3,-74.01,40.6461,2300,high
1.0,1,-73.9861,40.7721,5095,low
1.0,0,-73.9562,40.8134,2325,medium
1.0,0,-73.9984,40.7545,2200,low
1.0,3,-73.943,40.6818,2900,low
1.0,2,-73.9802,40.7264,3400,medium
1.0,1,-73.9812,40.735,2790,medium
1.0,2,-74.0046,40.7073,3195,low
1.0,1,-73.9736,40.7473,2850,low
1.0,1,-73.9765,40.7339,3880,low
1.0,1,-73.8683,40.7285,1750,high
2.0,3,-73.9488,40.7718,5000,medium
1.0,1,-73.9459,40.7769,2100,medium
1.0,0,-74.0001,40.7294,2250,medium
1.0,1,-73.9523,40.7912,4495,low
1.0,1,-74.0058,40.7355,3795,low
2.0,4,-73.9781,40.7413,6500,low
1.0,0,-73.9859,40.7358,2895,low
2.0,3,-73.9878,40.7208,6500,medium
1.0,2,-73.9892,40.726,4195,medium
2.0,3,-73.9695,40.753,5000,low
1.0,1,-73.9832,40.7297,3250,low
1.0,2,-73.9794,40.7297,2995,high
1.0,1,-73.9865,40.7348,4200,low
1.0,0,-73.9981,40.7372,2525,high
1.0,3,-73.9513,40.7804,4750,low
1.0,1,-73.9819,40.7181,2150,low
1.0,0,-74.0028,40.7257,2675,low
1.0,3,-73.9978,40.7612,5995,low
1.0,3,-74.0149,40.708,3200,low
1.0,1,-73.9901,40.7601,2595,low
2.0,2,-73.9619,40.6727,2460,low
1.0,0,-73.9566,40.7704,2695,medium
1.0,1,-73.9657,40.7535,2495,high
2.0,3,-73.9851,40.7718,12000,low
1.0,0,-73.9498,40.7794,1999,low
2.0,4,-73.9568,40.8047,5400,low
1.0,1,-73.9773,40.7909,2625,medium
1.0,1,-73.9828,40.7307,2390,medium
1.0,1,-73.95,40.7709,2195,low
1.0,1,-74.0009,40.7477,2699,medium
1.0,2,-73.8555,40.7044,2100,medium
1.0,0,-73.9807,40.7873,1895,high
1.0,2,-73.9296,40.7012,2400,low
1.0,1,-73.9836,40.7776,3900,low
2.0,3,-73.9676,40.7951,4700,low
1.0,0,-73.9865,40.7301,2825,low
1.0,0,-73.95,40.7728,1950,medium
4.0,4,-73.9586,40.7758,17000,low
2.0,4,-73.9668,40.8012,4400,low
1.0,1,-73.9686,40.8005,2525,low
1.0,1,-73.9677,40.7539,3400,low
1.0,2,-73.9777,40.7449,3600,low
1.0,1,-73.999,40.761,3437,low
0.0,1,-73.9935,40.7568,2200,low
1.0,2,-73.9156,40.7455,2375,low
1.0,3,-73.9708,40.7957,4550,low
1.0,0,-73.9497,40.7817,2000,high
2.0,3,-74.0014,40.7419,6000,medium
1.0,2,-74.0,40.7444,3600,low
1.0,2,-73.9663,40.8014,3600,low
1.0,0,-73.9828,40.7307,2095,medium
1.0,2,-73.9386,40.8257,2100,low
1.0,1,-73.9563,40.7664,1975,low
1.0,0,-73.969,40.7516,2500,low
1.0,2,-73.9509,40.8028,2600,low
3.0,3,-73.9846,40.7756,10500,low
1.0,2,-73.9664,40.803,2900,low
1.0,4,-73.9399,40.834,3700,low
1.0,1,-73.9957,40.7465,3800,low
3.0,3,-73.952,40.786,6200,low
1.0,2,-73.9522,40.7707,3200,low
1.0,1,-73.9799,40.7635,3200,low
1.0,1,-73.9905,40.7456,5270,low
1.0,0,-74.0006,40.7383,2600,low
1.0,3,-73.9799,40.7432,4500,low
2.0,3,-73.9999,40.7424,4950,low
1.0,0,-73.9857,40.7358,2900,low
1.0,0,-73.9889,40.7399,2095,medium
1.0,0,-73.9994,40.744,3326,medium
1.0,1,-73.9592,40.7727,2850,low
1.0,1,-74.0086,40.7121,3750,low
1.0,1,-73.9973,40.7565,3295,low
2.0,2,-74.0058,40.7087,4357,low
1.0,0,-73.9566,40.7704,2595,medium
3.0,6,-73.9849,40.7454,9635,low
1.0,2,-73.9803,40.7465,3362,medium
1.0,2,-73.9564,40.7459,3050,low
1.0,1,-73.9558,40.773,2300,medium
1.0,2,-73.8634,40.7369,2295,low
1.0,1,-73.9921,40.7618,2600,low
2.0,3,-73.945,40.6877,3495,low
2.0,2,-73.9953,40.7553,4915,low
1.0,0,-73.9482,40.7832,1850,low
1.0,3,-74.0095,40.7054,3435,low
1.0,2,-74.0025,40.7315,3700,medium
2.0,3,-73.951,40.8029,3500,low
2.0,2,-73.9593,40.7594,7800,low
1.0,0,-73.9757,40.7462,2800,low
1.0,2,-73.9448,40.7139,2800,low
1.0,1,-73.986,40.7186,2750,low
1.0,0,-73.9765,40.7489,2350,medium
1.0,2,-73.9865,40.7348,3440,high
2.0,3,-73.9478,40.7786,4700,low
1.0,2,-73.9529,40.7671,3500,low
2.0,3,-73.9803,40.7799,4700,low
2.0,4,-74.01,40.7064,6990,low
1.0,1,-73.9757,40.7461,2750,high
1.0,1,-74.013,40.6479,1600,low
1.0,2,-73.9781,40.7413,3500,low
1.0,1,-73.9675,40.7943,2750,medium
1.0,2,-73.9226,40.6759,1850,medium
1.0,0,-74.0118,40.7071,2500,high
3.0,5,-73.9678,40.7605,7500,low
1.0,0,-73.9791,40.739,2395,low
1.0,1,-73.9879,40.7636,2495,low
1.0,1,-73.9638,40.7634,3075,medium
1.0,1,-73.9489,40.7706,2155,low
1.0,1,-73.9544,40.7161,3399,low
1.0,2,-74.0085,40.7057,3525,medium
1.0,2,-73.9482,40.7811,2750,medium
1.0,1,-73.9459,40.7769,2100,low
1.0,2,-73.9742,40.796,3050,medium
2.0,2,-73.9892,40.7671,4995,low
1.0,1,-73.9528,40.7772,2350,low
1.0,1,-73.9515,40.7771,2250,low
1.0,1,-73.9543,40.7996,2350,low
1.0,2,-73.973,40.7865,4495,low
2.0,4,-73.9727,40.7436,6450,low
1.0,0,-74.0046,40.7073,2500,medium
2.0,2,-73.9498,40.7735,5600,low
1.0,3,-73.9166,40.7444,2750,medium
1.0,0,-73.9496,40.7793,1885,low
1.0,0,-73.9782,40.7897,2250,low
1.0,0,-73.9538,40.7713,1975,high
3.0,3,-73.9903,40.7468,21000,low
2.0,5,-73.9603,40.7993,6500,low
1.0,3,-73.9678,40.7605,4000,low
1.0,1,-73.9306,40.7963,1550,high
1.0,2,-74.001,40.7388,3700,medium
0.0,1,-73.9772,40.7412,3100,low
1.0,1,-73.9833,40.7246,2895,medium
1.0,3,-73.9808,40.7248,3895,high
1.0,1,-73.9438,40.8157,1700,low
1.0,2,-73.9982,40.7568,3890,low
1.0,1,-73.9836,40.7787,2650,low
3.0,3,-73.9507,40.7756,11500,low
1.0,1,-73.9897,40.7035,3845,low
1.0,1,-73.974,40.7538,2890,low
1.0,3,-73.9809,40.7278,4590,medium
1.0,1,-73.949,40.78,2350,medium
1.0,1,-73.9982,40.7568,3030,low
1.0,0,-73.9679,40.7922,2300,medium
1.0,1,-73.9782,40.7749,3000,low
1.0,1,-73.9722,40.793,2600,medium
1.0,2,-73.979,40.6764,3400,low
1.0,0,-73.9939,40.6988,2500,medium
1.0,0,-73.976,40.7476,2650,low
1.0,1,-73.8638,40.7327,2375,low
1.0,2,-74.0,40.7285,4700,low
1.0,0,-73.9914,40.7746,3350,low
1.0,0,-73.9915,40.7678,3500,low
1.0,1,-73.9768,40.7657,3000,low
1.0,1,-73.9609,40.7142,2900,low
2.0,2,-73.979,40.7806,4650,medium
1.0,0,-73.9768,40.7471,2400,low
1.0,1,-73.9631,40.7565,3475,medium
1.0,1,-74.0087,40.7056,2695,medium
1.0,2,-73.9901,40.7675,3095,low
1.0,2,-73.9414,40.844,2550,low
1.0,1,-74.0032,40.7364,3200,medium
2.0,2,-73.9908,40.7348,9000,low
1.0,1,-73.9926,40.7425,4395,low
3.0,3,-73.9751,40.7925,8500,low
1.0,1,-73.9911,40.6909,3000,low
1.0,0,-73.9872,40.7674,1650,medium
1.0,0,-73.9872,40.7221,3450,low
1.0,0,-73.9785,40.7655,2850,low
2.0,3,-73.9549,40.7888,10000,low
1.0,0,-73.9875,40.7494,2625,medium
1.0,2,-73.9892,40.7282,2400,high
1.0,0,-74.01,40.7064,2880,low
1.0,2,-73.9798,40.7258,3450,medium
1.0,2,-73.9481,40.7957,2635,low
1.0,2,-73.9564,40.7481,2965,medium
1.0,2,-73.9754,40.746,3495,low
1.0,0,-73.9532,40.7777,2100,medium
1.0,0,-73.9848,40.7635,2450,low
1.0,1,-73.9845,40.6918,3030,medium
1.0,1,-73.9799,40.7878,2595,low
1.0,0,-73.9663,40.7585,1900,medium
2.0,2,-73.9601,40.7676,6400,low
1.0,1,-74.0092,40.7306,4970,low
2.0,4,-73.9761,40.7855,5415,low
1.0,0,-73.9784,40.7775,2050,medium
2.0,2,-73.9837,40.7783,4325,low
1.0,1,-73.9734,40.7864,2300,low
1.0,2,-73.879,40.742,2250,medium
1.0,1,-73.9781,40.7658,3700,medium
1.0,1,-73.9765,40.7339,3724,low
1.0,0,-73.9831,40.7496,12500,low
2.0,3,-73.976,40.7376,4200,medium
1.0,0,-73.9597,40.7642,2000,medium
1.0,2,-74.2034,40.7903,1800,low
2.0,4,-73.9962,40.7593,5890,low
1.0,1,-74.0065,40.7081,2495,medium
2.0,3,-73.9817,40.7319,4200,low
1.0,0,-73.9818,40.7468,2325,low
2.0,3,-73.9399,40.8503,3400,low
1.0,0,-73.9883,40.7777,2920,low
1.0,1,-73.9776,40.7454,3195,medium
1.0,2,-73.9873,40.7647,3850,low
1.0,2,-74.0321,40.7277,2745,medium
1.0,2,-73.9875,40.6708,2600,low
1.0,0,-73.9547,40.7751,2095,low
1.0,1,-73.9503,40.7845,2490,high
2.0,3,-73.9608,40.7688,8000,low
3.0,3,-74.0055,40.7111,20000,low
1.0,0,-73.9863,40.7664,2650,low
1.0,1,-73.9648,40.7535,3100,low
1.0,0,-73.9636,40.762,1900,low
1.0,2,-73.9651,40.8024,2850,medium
1.0,2,-73.9894,40.7037,5055,low
1.0,2,-73.9598,40.8142,2340,medium
1.0,2,-73.9837,40.7674,5169,low
1.0,0,-73.9658,40.7559,1850,low
1.0,2,-73.9982,40.7568,3400,medium
1.0,1,-73.9838,40.7586,2200,medium
1.0,1,-73.965,40.7574,2300,low
1.0,2,-73.9811,40.7384,4200,low
1.0,1,-73.9851,40.6887,3125,low
1.0,1,-73.942,40.8448,1900,medium
1.0,0,-73.9819,40.722,2495,low
1.0,0,-73.9405,40.6823,1550,low
1.0,1,-74.0013,40.7081,2908,medium
1.0,1,-73.9826,40.7186,2700,low
1.0,1,-73.9788,40.7421,3395,low
1.0,1,-73.9271,40.8611,1450,low
1.0,2,-73.9542,40.7774,2800,medium
1.0,2,-73.9631,40.7564,3200,low
1.0,0,-73.9559,40.7786,2300,medium
1.0,3,-73.9868,40.7488,5200,low
1.0,2,-73.9389,40.6927,1895,high
1.0,2,-73.9666,40.7555,3600,low
1.0,3,-73.9881,40.6655,3200,medium
1.0,2,-73.9747,40.79,4495,low
4.5,4,-73.9703,40.786,18457,low
1.0,1,-74.0047,40.7334,5100,low
1.0,0,-73.9751,40.7798,1795,medium
1.5,3,-73.9424,40.7862,2895,low
1.0,1,-73.9564,40.7459,3200,low
1.0,2,-74.0006,40.7276,3500,medium
1.0,1,-73.907,40.6866,1675,medium
1.0,1,-73.9807,40.739,2395,medium
4.0,4,-73.953,40.7723,9977,low
2.0,2,-73.9446,40.7797,4595,low
1.0,2,-73.9727,40.7436,3197,high
1.0,3,-73.9779,40.7466,4200,medium
1.0,3,-73.9603,40.7695,4500,low
2.0,2,-74.0156,40.7154,7000,low
1.0,1,-73.9409,40.7998,2195,low
1.0,2,-73.9539,40.8002,2600,low
2.0,2,-74.2432,40.5065,3000,low
1.0,3,-73.9233,40.7675,2800,medium
1.0,0,-73.9834,40.7671,2250,medium
1.0,1,-73.9638,40.7634,3495,medium
1.0,1,-73.9902,40.7733,3180,low
1.0,0,-73.9886,40.7208,2150,low
1.0,0,-73.9586,40.7704,1900,high
1.0,2,-73.9922,40.7636,3300,low
1.0,0,-74.0085,40.7387,3495,medium
1.0,0,-73.986,40.6927,2835,low
2.0,2,-74.0148,40.7179,8000,low
1.0,1,-74.0068,40.7313,4950,low
2.0,3,-73.9624,40.7698,7500,low
1.0,1,-74.0095,40.7054,2600,low
1.0,1,-73.9773,40.7909,2975,low
1.0,0,-74.0006,40.7383,2525,low
1.0,0,-73.976,40.7476,2650,low
1.0,0,-74.0157,40.7064,2425,low
1.0,0,-73.9963,40.7606,2650,medium
2.0,2,-73.9852,40.7027,6825,low
1.0,2,-73.9866,40.7514,3000,medium
1.0,1,-73.9817,40.7298,2800,low
1.0,1,-73.9884,40.689,2900,low
1.0,0,-73.9497,40.7618,1995,low
1.0,2,-73.9569,40.82,2895,medium
1.0,3,-73.9408,40.7252,2750,medium
1.0,1,-74.0009,40.7297,2245,medium
1.0,1,-73.9917,40.7709,2899,medium
2.0,4,-73.9689,40.7548,6495,low
1.0,3,-73.9875,40.7743,3400,low
1.0,1,-74.0059,40.7128,2975,low
1.0,2,-73.993,40.7204,3000,high
2.0,2,-73.9563,40.7699,4580,medium
1.0,1,-73.9965,40.7382,5073,low
1.0,3,-74.0149,40.708,3254,low
1.0,2,-73.9692,40.7554,3250,low
1.0,2,-74.0072,40.7067,2950,medium
1.0,1,-73.9847,40.7637,2640,low
1.0,1,-73.9794,40.6881,3450,low
1.0,0,-73.9837,40.7674,2553,low
1.0,2,-73.9808,40.7216,3250,low
1.0,2,-73.9741,40.7447,3595,low
1.5,3,-73.9537,40.6383,2175,medium
3.0,3,-73.9753,40.7904,9250,low
1.0,3,-73.9508,40.8246,2600,low
2.0,4,-73.9822,40.7407,6200,low
1.0,2,-73.9867,40.7687,3750,low
1.0,2,-73.9506,40.7758,3550,medium
1.0,1,-74.0026,40.7195,3795,low
1.0,2,-73.99,40.7601,3450,medium
1.0,0,-73.9846,40.7383,2495,low
1.0,1,-74.0002,40.761,3000,low
1.0,1,-73.9625,40.7993,2500,low
1.0,1,-74.0057,40.7484,2950,low
1.0,2,-73.961,40.8007,2400,low
2.0,2,-73.9472,40.7905,3600,low
1.0,1,-73.988,40.7784,3750,low
1.0,2,-73.9815,40.7401,3400,medium
1.0,1,-74.0054,40.7354,3695,low
1.0,0,-73.9887,40.7401,3495,low
1.0,3,-73.9705,40.7957,5400,low
1.0,0,-73.9971,40.7439,2800,low
2.0,3,-73.9475,40.7801,4510,low
1.0,1,-73.9677,40.7539,3705,low
2.0,2,-73.8171,40.7086,2525,low
1.0,1,-73.9677,40.7539,3275,low
1.0,2,-73.987,40.7188,3700,low
1.0,3,-73.9124,40.7572,2800,medium
1.0,1,-73.9984,40.7438,2895,low
1.0,0,-73.9999,40.7297,2350,low
1.0,2,-73.9961,40.7373,3800,medium
1.0,2,-73.9978,40.7612,5425,low
1.0,1,0.0,0.0,1725,low
1.0,2,-73.9565,40.668,2499,medium
1.0,3,-73.966,40.8012,4600,low
1.0,2,-73.9748,40.7301,4105,medium
1.0,1,-73.9757,40.7461,2795,medium
1.0,0,-73.9823,40.7448,2300,medium
1.5,2,-73.9255,40.7391,2675,low
1.0,2,-73.9839,40.7316,3250,low
1.0,0,-73.9779,40.7466,2500,medium
1.0,0,-73.9757,40.7462,2625,low
2.0,3,-73.9964,40.7624,8650,low
1.0,0,-74.0076,40.7517,11340,low
1.0,0,-73.9864,40.73,2800,medium
1.0,1,-74.0162,40.7056,3167,low
1.0,1,-73.9196,40.6798,1775,medium
2.0,2,-73.9687,40.7906,4200,medium
2.0,0,-74.0081,40.7324,6075,low
1.0,1,-74.0059,40.7156,4595,low
2.0,2,-73.9832,40.7297,4600,low
2.0,3,-73.9509,40.7826,13250,low
1.0,1,-73.9561,40.6937,2500,low
2.0,4,-73.9796,40.7402,5700,low
1.0,2,-73.9525,40.7764,2350,high
1.0,1,-73.9818,40.7397,2495,low
1.0,2,-73.976,40.7376,3395,medium
1.0,2,-73.9487,40.7845,3500,low
1.0,1,-73.8258,40.7118,1695,high
1.0,1,-73.9531,40.7176,3200,low
1.0,0,-73.9955,40.7553,2378,medium
1.0,1,-73.9709,40.7528,2985,low
1.0,2,-73.9558,40.773,2995,medium
1.0,1,-73.9276,40.8669,1850,low
1.0,2,-74.0312,40.624,2000,medium
1.0,0,-73.9564,40.7481,2650,low
1.0,1,-73.9642,40.757,3400,low
2.0,2,-73.9675,40.7943,1995,high
2.0,2,-73.9742,40.7959,5000,low
1.0,1,-74.0018,40.7346,2600,low
1.0,1,-73.9705,40.7957,3100,low
1.0,1,-73.9543,40.78,1700,medium
1.0,3,-74.0046,40.7073,3925,medium
1.0,1,-73.952,40.7786,2875,low
1.0,0,-73.957,40.7781,1800,high
1.5,1,-73.9155,40.7649,2600,low
1.0,2,-73.955,40.7701,4000,low
1.0,2,-73.958,40.7113,2765,medium
1.0,2,-73.9888,40.7695,3000,low
2.0,2,-73.9427,40.8014,2700,low
1.0,0,-74.006,40.7079,2650,low
1.0,1,-73.9999,40.7296,3495,low
